OCID,CONTRACT_TITLE,CONTRACT_TYPE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,CONTRACT_START_DATE,CONTRACT_AMOUNT,CONTRACT_CURRENCY,País
512,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,4543.81259994919,USD,México
513,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,356.377458819544,USD,México
514,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,1336.41547057329,USD,México
515,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,6860.26608227622,USD,México
516,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,5167.47315288339,USD,México
517,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,1692.79292939283,USD,México
518,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,4098.34077642476,USD,México
519,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,4989.28442347362,USD,México
520,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,2405.54784703192,USD,México
521,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,3207.3971293759,USD,México
522,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,1514.60419998306,USD,México
523,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,4454.7182352443,USD,México
524,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,9711.28575283258,USD,México
525,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,2405.54784703192,USD,México
526,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,2494.64221173681,USD,México
527,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,3652.86895290033,USD,México
528,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,1069.13237645863,USD,México
529,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,17729.7785762723,USD,México
530,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,1603.69856468795,USD,México
531,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,1514.60419998306,USD,México
532,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,13453.2490704378,USD,México
533,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,1336.41547057329,USD,México
534,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,267.283094114658,USD,México
535,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,6147.51116463714,USD,México
536,Lopinavir + Ritonavir 80mg+20mg/ml,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,8107.58718814463,USD,México
537,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,6619.87555556164,USD,México
538,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,46845.5674560236,USD,México
539,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,4648.38256223863,USD,México
540,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,12118.3514268478,USD,México
541,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,11557.6515847101,USD,México
542,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,7126.31412265378,USD,México
543,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,35613.4835215871,USD,México
544,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,31399.1911597131,USD,México
545,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,157267.262173794,USD,México
546,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,8844.58783243071,USD,México
547,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,34781.4773042214,USD,México
548,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,20601.1974256413,USD,México
549,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,6511.35300547046,USD,México
550,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,108685.333916311,USD,México
551,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,92262.2546691801,USD,México
552,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,18322.2238737266,USD,México
553,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,11774.6966848924,USD,México
554,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,9984.07460838804,USD,México
555,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,34926.1740376763,USD,México
556,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,32502.5037523067,USD,México
557,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,46574.2610807957,USD,México
558,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,12172.6127018934,USD,México
559,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,29771.3529083455,USD,México
560,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-04-18,8428.58472374788,USD,México
561,Etravirina 200mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-05-09,22859.4552382526,USD,México
562,Etravirina 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-05-09,23988.3172253268,USD,México
563,Etravirina 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-05-09,33865.8596122261,USD,México
564,Nevirapina 10mg/ml solucion oral,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"RALCA, S.A. DE C.V.",2018-06-06,65.0794309279564,USD,México
565,Nevirapina 10mg/ml solucion oral,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"RALCA, S.A. DE C.V.",2018-06-06,113.889004123924,USD,México
566,Nevirapina 10mg/ml solucion oral,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"RALCA, S.A. DE C.V.",2018-06-11,130.158861855913,USD,México
567,Ritonavir 100mg,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.",2018-06-19,90.435458409312,USD,México
568,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-19,1688.87516844312,USD,México
569,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,19703.5436318364,USD,México
570,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,105460.871629448,USD,México
571,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,27960.2666775584,USD,México
572,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,25520.7803231405,USD,México
573,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,19140.5852423554,USD,México
574,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,24019.5579511911,USD,México
575,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,98517.7181591821,USD,México
576,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,47851.4631058885,USD,México
577,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,471759.130385112,USD,México
578,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,15950.4877019628,USD,México
579,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,78626.521730852,USD,México
580,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,36592.2953162676,USD,México
581,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,23268.9467652163,USD,México
582,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,386377.107980488,USD,México
583,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,221617.952659036,USD,México
584,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,30962.7114214572,USD,México
585,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,23831.9051546974,USD,México
586,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,12572.7373650766,USD,México
587,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,73184.5906325353,USD,México
588,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,51792.1718322557,USD,México
589,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,151248.153973906,USD,México
590,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,64927.8675868134,USD,México
591,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,81816.6192712446,USD,México
592,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,57046.4501340788,USD,México
593,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,50666.2550532937,USD,México
594,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,31525.6698109383,USD,México
595,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,94014.0510433338,USD,México
596,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,49915.6438673189,USD,México
597,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,26271.3915091152,USD,México
598,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,249390.566540101,USD,México
599,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,57984.7141165472,USD,México
600,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,12760.3901615703,USD,México
601,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,2064.18076143048,USD,México
602,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,14449.2653300134,USD,México
603,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,6567.84787727881,USD,México
604,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,85194.3696081308,USD,México
605,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,121786.664924398,USD,México
606,Raltegravir 400 mg tableta masticables frasco 60 tab,ADJUDICACIÓN DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-06-29,2814.7919474052,USD,México
607,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-02,374.763957467976,USD,México
608,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-02,655.836925568958,USD,México
609,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-02,281.072968100982,USD,México
610,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-02,31.230329788998,USD,México
611,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-02,93.690989366994,USD,México
612,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-02,218.612308522986,USD,México
613,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-02,999.370553247936,USD,México
614,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-02,156.15164894499,USD,México
615,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-02,31.230329788998,USD,México
616,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-02,343.533627678978,USD,México
617,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-02,93.690989366994,USD,México
618,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,1378.51957524713,USD,México
619,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,247.426590428972,USD,México
620,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,353.466557755674,USD,México
621,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,212.079934653404,USD,México
622,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,812.97308283805,USD,México
623,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,706.933115511348,USD,México
624,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,353.466557755674,USD,México
625,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,1060.39967326702,USD,México
626,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,176.733278877837,USD,México
627,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,106.039967326702,USD,México
628,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,70.6933115511348,USD,México
629,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,530.199836633511,USD,México
630,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,318.119901980106,USD,México
631,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,176.733278877837,USD,México
632,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,176.733278877837,USD,México
633,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,212.079934653404,USD,México
634,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,883.666394389185,USD,México
635,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,141.38662310227,USD,México
636,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,494.853180857943,USD,México
637,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,282.773246204539,USD,México
638,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-02,141.38662310227,USD,México
