OCID,CONTRACT_TITLE,CONTRACT_TYPE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,CONTRACT_START_DATE,CONTRACT_END_DATE,CONTRACT_AMOUNT,CONTRACT_CURRENCY,País
128,Tenofovir disoproxil fumarate 300 MG/tab,,,CAJA COSTARRICENSE DE SEGURO SOCIAL (CCSS),ORGANIZACION PANAMERICANA DE LA SALUD (LIBROS A TRAVES DEL PROGRAMA PALTEX),08/09/2017,,65730,USD,Costa Rica
129,Zidovudina 10 ml inyectable,,Compra Urgente Ley 6914 CCSS,HOSPITAL MAX TERAN VALLS DE QUEPOS,FARMACIAS EOS S.A.,05/08/2017,,190,USD,Costa Rica
130,Zidovudina 50mg/5ml solucion oral frasco 240 ml,,Medicamentos Ley 6914 - CCSS,CAJA COSTARRICENSE DE SEGURO SOCIAL (CCSS),CHEMO CENTROAMERICANA S.A.,29/01/2019,,"26762,4",USD,Costa Rica
131,Efavirenz 50mg ,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,06/12/2017,," 205,70 ",USD,Guatemala
132,Lamivudina 150mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"SEVEN PHARMA GUATEMALA, SOCIEDAD ANÓNIMA",22/09/2017,," 773,37 ",USD,Guatemala
133,Lamivudina 150mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"SEVEN PHARMA GUATEMALA, SOCIEDAD ANÓNIMA",14/06/2017,," 795,47 ",USD,Guatemala
134,Zidovudina 10 ml inyectable,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,20/09/2017,," 842,54 ",USD,Guatemala
135,Tenofovir disoproxil fumarate 300 MG/tab,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"STENDHAL, SOCIEDAD ANONIMA",22/09/2017,," 920,68 ",USD,Guatemala
136,Emtricitabina+Tenofovir 300+200mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"SEVEN PHARMA GUATEMALA, SOCIEDAD ANÓNIMA",13/06/2017,," 1.227,57 ",USD,Guatemala
137,Ritonavir 100mg,,Cotización (Art. 38 LCE),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",06/03/2017,," 1.259,00 ",USD,Guatemala
138,Ritonavir 100mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",22/09/2017,," 1.836,04 ",USD,Guatemala
139,Zidovudina 100 mg tableta frasco 60 cap,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,16/10/2017,," 2.019,93 ",USD,Guatemala
140,Zidovudina 10 ml inyectable,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,29/08/2017,," 2.251,01 ",USD,Guatemala
141,Ritonavir 100mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",13/06/2017,," 2.622,91 ",USD,Guatemala
142,Zidovudina 10 ml inyectable,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",20/11/2017,," 2.700,66 ",USD,Guatemala
143,Zidovudina+Lamivudina+Nevirapina 300+150+200mg/tab,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,11/08/2017,," 2.764,25 ",USD,Guatemala
144,Lopinavir-Ritonavir 100 mg +25 mg Tableta frasco 120 tab,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,13/10/2017,," 2.957,20 ",USD,Guatemala
145,Emtricitabina+Tenofovir 300+200mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"STENDHAL, SOCIEDAD ANONIMA",22/09/2017,," 3.130,80 ",USD,Guatemala
146,Raltegravir 100 mg tableta masticables frasco 60 tab,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,20/09/2017,," 3.366,11 ",USD,Guatemala
147,Efavirenz 200mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,11/08/2017,," 3.744,27 ",USD,Guatemala
148,Lamivudina 50 mg 5ml solucion oral frasco 240 ml,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"CENTRINO PHARMA, SOCIEDAD ANONIMA",19/05/2017,," 4.173,74 ",USD,Guatemala
149,Emtricitabina+Tenofovir 300+200mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE LA DEFENSA NACIONAL,"SEVEN PHARMA GUATEMALA, SOCIEDAD ANÓNIMA",11/05/2017,," 4.419,26 ",USD,Guatemala
150,Maraviroc 150mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",07/08/2017,," 4.581,79 ",USD,Guatemala
151,Tenofovir disoproxil fumarate 300 MG/tab,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,11/08/2017,," 4.983,13 ",USD,Guatemala
152,Abacavir 300mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"PROFON, SOCIEDAD ANONIMA",17/03/2017,," 5.198,36 ",USD,Guatemala
153,Zidovudina 100 mg tableta frasco 60 cap,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,14/12/2017,," 5.432,54 ",USD,Guatemala
154,Abacavir 20 mg/ml solución oral,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,23/10/2017,," 5.787,39 ",USD,Guatemala
155,Etravirina 100mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",08/08/2017,," 6.016,24 ",USD,Guatemala
156,Darunavir 600mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,23/10/2017,," 6.043,00 ",USD,Guatemala
157,Abacavir 300mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"SEVEN PHARMA GUATEMALA, SOCIEDAD ANÓNIMA",24/11/2017,," 7.557,91 ",USD,Guatemala
158,Emtricitabina+Tenofovir 300+200mg,,Adquisición Directa por Ausencia de Oferta (Art. 32 LCE),MINISTERIO DE LA DEFENSA NACIONAL,"STENDHAL, SOCIEDAD ANONIMA",31/01/2017,," 7.984,72 ",USD,Guatemala
159,Darunavir 75mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,29/08/2017,," 8.464,46 ",USD,Guatemala
160,Lopinavir + Ritonavir 200mg+50mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE LA DEFENSA NACIONAL,"J.I. COHEN, SOCIEDAD ANONIMA",24/01/2017,," 8.630,76 ",USD,Guatemala
161,Zidovudina + Lamivudina 300 mg +150 mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"BECO FARMA, SOCIEDAD ANONIMA",17/07/2017,," 9.967,88 ",USD,Guatemala
162,Zidovudina + Lamivudina 300 mg +150 mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"BECO FARMA, SOCIEDAD ANONIMA",10/04/2017,," 10.139,74 ",USD,Guatemala
163,Zidovudina + Lamivudina 300 mg +150 mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"BECO FARMA, SOCIEDAD ANONIMA",08/11/2017,," 10.157,74 ",USD,Guatemala
164,Abacavir 300mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,11/10/2017,," 10.199,72 ",USD,Guatemala
165,Abacavir 20 mg/ml solución oral,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",07/08/2017,," 10.638,95 ",USD,Guatemala
166,Abacavir 20 mg/ml solución oral,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",07/04/2017,," 11.161,11 ",USD,Guatemala
167,Lopinavir + Ritonavir 200mg+50mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE LA DEFENSA NACIONAL,"J.I. COHEN, SOCIEDAD ANONIMA",11/05/2017,," 11.507,68 ",USD,Guatemala
168,Abacavir 300mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,10/11/2017,," 11.592,70 ",USD,Guatemala
169,Lopinavir + Ritonavir 200mg+50mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",17/03/2017,," 11.904,49 ",USD,Guatemala
170,Maraviroc 150mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",28/02/2017,," 11.990,26 ",USD,Guatemala
171,Maraviroc 150mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",29/05/2017,," 12.012,52 ",USD,Guatemala
172,Dolutegravir 50Mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",17/08/2017,," 12.046,93 ",USD,Guatemala
173,Didanosine EC 250mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"MEDICAMENTOS AVANZADOS, SOCIEDAD ANONIMA",08/03/2017,," 12.140,02 ",USD,Guatemala
174,Didanosine EC 250mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"MEDICAMENTOS AVANZADOS, SOCIEDAD ANONIMA",29/08/2017,," 12.140,02 ",USD,Guatemala
175,Maraviroc 150mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",13/09/2017,," 12.218,10 ",USD,Guatemala
176,Abacavir 20 mg/ml solución oral,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",23/08/2017,," 12.270,26 ",USD,Guatemala
177,Lamivudina 150mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,11/10/2017,," 12.503,29 ",USD,Guatemala
178,Efavirenz 600mg,,Cotización (Art. 38 LCE),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"PROFON, SOCIEDAD ANONIMA",07/03/2017,," 14.670,58 ",USD,Guatemala
179,Darunavir 150mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,29/08/2017,," 16.525,85 ",USD,Guatemala
180,Zidovudina 300 mg tab,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,06/12/2017,," 16.641,19 ",USD,Guatemala
181,Etravirina 100mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,11/08/2017,," 20.531,74 ",USD,Guatemala
182,Abacavir 300mg,,Cotización (Art. 38 LCE),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"PROFON, SOCIEDAD ANONIMA",07/03/2017,," 20.538,99 ",USD,Guatemala
183,Abacavir 20 mg/ml solución oral,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,27/12/2017,," 22.969,93 ",USD,Guatemala
184,Lopinavir + Ritonavir 80mg+20mg/ml,,Cotización (Art. 38 LCE),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",06/03/2017,," 23.790,33 ",USD,Guatemala
185,Nevirapina 200mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,06/12/2017,," 24.720,49 ",USD,Guatemala
186,Etravirina 200mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,29/08/2017,," 26.824,62 ",USD,Guatemala
187,Tenofovir disoproxil fumarate 300 MG/tab,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,11/10/2017,," 27.182,09 ",USD,Guatemala
188,Zidovudina+Lamivudina+Nevirapina 300+150+200mg/tab,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA98,16/11/2017,," 29.719,01 ",USD,Guatemala
189,Darunavir 150mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,13/10/2017,," 31.873,77 ",USD,Guatemala
190,Abacavir 300mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"SEVEN PHARMA GUATEMALA, SOCIEDAD ANÓNIMA",13/06/2018,," 10.150,18 ",USD,Guatemala
191,Emtricitabina+Tenofovir 300+200mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,CORPORATIVA FARMACEUTICA CORFASA SOCIEDAD ANONIMA,31/05/2018,," 2.098,74 ",USD,Guatemala
192,Darunavir 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"J.I. COHEN, SOCIEDAD ANONIMA",06/12/2018,," 11.937,95 ",USD,Guatemala
193,Abacavir 300mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"PROFON, SOCIEDAD ANONIMA",24/04/2018,," 9.833,22 ",USD,Guatemala
194,COBICISTAT + ELVITEGRAVIR + TENOFOVIR ALAFENAMIDA + EMTRICITABINA,,Licitación Pública (Art. 17 LCE),MINISTERIO DE SALUD,"STENDHAL, SOCIEDAD ANONIMA",06/09/2018,, 393.161 ,USD,Guatemala
195,Darunavir 150mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,26/02/2018,," 57.974,09 ",USD,Guatemala
196,Darunavir 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"J.I. COHEN, SOCIEDAD ANONIMA",22/10/2018,," 11.806,76 ",USD,Guatemala
197,Efavirenz 200mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,23/02/2018,," 10.861,80 ",USD,Guatemala
198,Efavirenz 200mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,07/02/2018,," 15.090,40 ",USD,Guatemala
199,Efavirenz 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"IMPORTADORA Y COMERCIALIZADORA RR, SOCIEDAD ANONIMA",21/09/2018,," 5.440,16 ",USD,Guatemala
200,Emtricitabina+Tenofovir +Efavirenz 200 mg + 300 mg +600 mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"J.I. COHEN, SOCIEDAD ANONIMA",09/11/2018,," 11.955,59 ",USD,Guatemala
201,Etravirina 100mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,26/02/2018,," 51.701,40 ",USD,Guatemala
202,Etravirina 200mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,26/02/2018,," 150.759,53 ",USD,Guatemala
203,Lopinavir + Ritonavir 80mg+20mg/ml,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,07/02/2018,," 98.221,50 ",USD,Guatemala
204,Maraviroc 150mg,,Licitación Pública (Art. 17 LCE),MINISTERIO DE SALUD,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",24/05/2018,," 268.566,77 ",USD,Guatemala
205,Nevirapina 10mg/ml solucion oral,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,07/02/2018,," 3.052,87 ",USD,Guatemala
206,Raltegravir 100 mg tableta masticables frasco 60 tab,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,07/02/2018,," 6.281,92 ",USD,Guatemala
207,Tenofovir disoproxil fumarate 300 MG/tab,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,FUTURA SOCIEDAD ANONIMA,05/10/2018,," 5.564,40 ",USD,Guatemala
208,Zidovudina 20ml,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",24/09/2018,," 10.799,19 ",USD,Guatemala
209,Abacavir 300mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"IMPORTADORA Y COMERCIALIZADORA RR, SOCIEDAD ANONIMA",13/03/2018,," 3.192,28 ",USD,Guatemala
210,Abacavir 300mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"BECO FARMA, SOCIEDAD ANONIMA",26/07/2018,," 10.984,46 ",USD,Guatemala
211,Abacavir 300mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"SEVEN PHARMA GUATEMALA, SOCIEDAD ANÓNIMA",13/11/2018,," 6.623,15 ",USD,Guatemala
212,Darunavir 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",18/12/2018,," 11.806,76 ",USD,Guatemala
213,Efavirenz 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"IMPORTADORA Y COMERCIALIZADORA RR, SOCIEDAD ANONIMA",13/03/2018,," 2.350,02 ",USD,Guatemala
214,Efavirenz 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"SEVEN PHARMA GUATEMALA, SOCIEDAD ANÓNIMA",09/08/2018,," 6.487,50 ",USD,Guatemala
215,Efavirenz 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"BECO FARMA, SOCIEDAD ANONIMA",20/11/2018,," 4.017,78 ",USD,Guatemala
216,Emtricitabina+Tenofovir +Efavirenz 200 mg + 300 mg +600 mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",29/08/2018,," 7.449,25 ",USD,Guatemala
217,Emtricitabina+Tenofovir +Efavirenz 200 mg + 300 mg +600 mg,,Cotización (Art. 38 LCE),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",23/10/2018,," 102.082,30 ",USD,Guatemala
218,Etravirina 100mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",03/10/2018,," 6.704,22 ",USD,Guatemala
219,Etravirina 100mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",11/12/2018,," 5.028,17 ",USD,Guatemala
220,Lopinavir + Ritonavir 200mg+50mg,,Cotización (Art. 38 LCE),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",19/02/2018,," 66.345,78 ",USD,Guatemala
221,Lopinavir + Ritonavir 200mg+50mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",20/03/2018,," 11.801,05 ",USD,Guatemala
222,Lopinavir + Ritonavir 200mg+50mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"PROFON, SOCIEDAD ANONIMA",20/12/2018,," 4.404,79 ",USD,Guatemala
223,Lopinavir + Ritonavir 80mg+20mg/ml,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",16/08/2018,," 10.054,42 ",USD,Guatemala
224,Lopinavir + Ritonavir 80mg+20mg/ml,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",23/10/2018,," 11.921,67 ",USD,Guatemala
225,Ritonavir 100mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",23/10/2018,," 2.046,00 ",USD,Guatemala
226,Zidovudina + Lamivudina 300 mg +150 mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"BECO FARMA, SOCIEDAD ANONIMA",13/03/2018,," 11.570,56 ",USD,Guatemala
227,Zidovudina + Lamivudina 300 mg +150 mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"BECO FARMA, SOCIEDAD ANONIMA",19/06/2018,," 9.256,45 ",USD,Guatemala
228,Zidovudina + Lamivudina 300 mg +150 mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"BECO FARMA, SOCIEDAD ANONIMA",06/11/2018,," 11.570,56 ",USD,Guatemala
229,Etravirina 100mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE LA DEFENSA NACIONAL,"J.I. COHEN, SOCIEDAD ANONIMA",23/07/2018,," 3.352,11 ",USD,Guatemala
230,Etravirina 100mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE LA DEFENSA NACIONAL,"J.I. COHEN, SOCIEDAD ANONIMA",19/10/2018,," 6.704,22 ",USD,Guatemala
231,Lopinavir + Ritonavir 200mg+50mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE LA DEFENSA NACIONAL,"J.I. COHEN, SOCIEDAD ANONIMA",23/07/2018,," 9.672,99 ",USD,Guatemala
232,Lopinavir + Ritonavir 200mg+50mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE LA DEFENSA NACIONAL,"PROFON, SOCIEDAD ANONIMA",19/10/2018,," 5.975,20 ",USD,Guatemala
233,Darunavir 600mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,16/10/2017,," 35.409,92 ",USD,Guatemala
234,Lamivudina 10mg/ml solucion oral,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,27/12/2017,," 36.961,29 ",USD,Guatemala
235,Lopinavir-Ritonavir 100 mg +25 mg Tableta frasco 120 tab,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,07/12/2017,," 37.882,28 ",USD,Guatemala
